도서관명,시도명,시군구명,도서관유형,휴관일,운영시작시각,운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자
경산시립도서관,경상북도,경산시,공공도서관,"""둘째,넷째 월요일 및 공휴일""",8:00,22:00,509,94428,29,54417,5,10,경상북도 경산시 하양읍 문화로10길 15,경상북도 경산시청,053-853-8659,4343,2557,http://lib.gbgs.go.kr,35.9132142,128.8129462,2016-10-31
청주시립도서관,충청북도,청주시,공공도서관,월요일,9:00,22:00,662,216556,205,7854,4,10,충청북도 청주시 상당구 용암로 55,충청북도 청주시청,043-201-4074,7735,5370,http://library.cheongju.go.kr/lib-cj/index.do,36.6125211,127.4882669,2016-06-30
청주상당도서관,충청북도,청주시,공공도서관,월요일,9:00,22:00,330,87370,113,0,4,10,충청북도 청주시 상당구 대성로 195,충청북도 청주시청,043-201-4103,3807,2681,http://library.cheongju.go.kr/lib-sd/index.do,36.6428323,127.4737264,2016-06-30
청주청원도서관,충청북도,청주시,공공도서관,월요일,9:00,22:00,319,103837,138,892,4,10,충청북도 청주시 청원구 사뜸로61번길 88-14,충청북도 청주시청,043-201-4129,6896,2623,http://library.cheongju.go.kr/lib-cw/index.do,36.6660433,127.4714377,2016-06-30
청주오창호수도서관,충청북도,청주시,공공도서관,월요일,9:00,22:00,544,33178,95,1159,4,10,충청북도 청주시 청원구 오창읍 오창공원로 102,충청북도 청주시청,043-201-4241,9368,8338,http://library.cheongju.go.kr/lib-hs/index.do,36.7250872,127.4257965,2016-06-30
청주오송도서관,충청북도,청주시,공공도서관,월요일,9:00,22:00,298,51475,123,0,4,10,충청북도 청주시 흥덕구 오송읍 오송생명1로 180,충청북도 청주시청,043-201-4167,9881,2752,http://library.cheongju.go.kr/lib-os/index.do,36.6370179,127.4674765,2016-06-30
청주흥덕도서관,충청북도,청주시,공공도서관,월요일,9:00,22:00,338,92503,104,535,4,10,충청북도 청주시 흥덕구 증안로 90번길 34,충청북도 청주시청,043-201-4208,2950,1157,http://library.cheongju.go.kr/lib-hd/index.do,36.6344063,127.4299242,2016-06-30
청주서원도서관,충청북도,청주시,공공도서관,월요일,9:00,22:00,311,76093,93,1109,4,10,충청북도 청주시 서원구 분평로 35,충청북도 청주시청,043-201-4187,2305,2480,http://library.cheongju.go.kr/lib-sw/index.do,36.6087159,127.4864473,2016-06-30
청주신율봉도서관,충청북도,청주시,공공도서관,월요일,9:00,18:00,121,52890,34,41,4,10,충청북도 청주시 흥덕구 신율로 153번길 16,충청북도 청주시청,043-201-4224,1236,991,http://library.cheongju.go.kr/lib-sy/index.do,36.6314402,127.4292726,2016-06-30
청주옥산도서관,충청북도,청주시,공공도서관,월요일,9:00,22:00,134,52704,19,1403,4,10,충청북도 청주시 흥덕구 오산5길 10,충청북도 청주시청,043-201-4175,321,667,http://library.cheongju.go.kr/lib-ok/index.do,36.6648411,127.3667846,2016-06-30
의창도서관,경상남도,창원시,공공도서관,매주금요일,9:00,18:00,730,294735,365,43733,5,14,경상남도 창원시 의창구 용호로 50 (반송동),경상남도 창원시청,055-225-7331,17382,5497,http://www.cwcl.or.kr,35.2334598,128.679058,2016-05-31
고향의봄도서관,경상남도,창원시,공공도서관,매주월요일,9:00,18:00,502,128398,121,6584,5,14,경상남도 창원시 의창구 평산로 135번길 32 (서상동),경상남도 창원시청,055-225-7371,9122,3753,http://www.cwcl.or.kr,35.256697,128.6185107,2016-05-31
명곡도서관,경상남도,창원시,공공도서관,매주월요일,9:00,18:00,702,44546,121,1808,5,14,경상남도 창원시 의창구 서곡길 21 (명서동),경상남도 창원시청,055-225-7321,2334,4266,http://www.cwcl.or.kr,35.2531611,128.6485817,2016-05-31
성산도서관,경상남도,창원시,공공도서관,매주금요일,9:00,18:00,569,73817,190,3743,5,14,경상남도 창원시 성산구 외리로 47 (남산동),경상남도 창원시청,055-225-7391,8162,4944,http://www.cwcl.or.kr,35.2020144,128.7071153,2016-05-31
상남도서관,경상남도,창원시,공공도서관,매주월요일,9:00,18:00,554,139165,201,6166,5,14,경상남도 창원시 성산구 원이대로 810 (가음정동),경상남도 창원시청,055-225-7411,11880,3481,http://www.cwcl.or.kr,35.214085,128.695225,2016-05-31
마산합포도서관,경상남도,창원시,공공도서관,매주금요일,9:00,18:00,578,166295,218,7132,5,14,경상남도 창원시 마산합포구 월영동16길 22(해운동),경상남도 창원시청,055-225-7431,6840,7324,http://www.cwcl.or.kr,35.1830846,128.5628125,2016-05-31
마산회원도서관,경상남도,창원시,공공도서관,매주월요일,9:00,18:00,404,163617,153,5720,5,14,경상남도 창원시 마산회원구 3ㆍ15대로 558 (회원동),경상남도 창원시청,055-225-7461,5173,2007,http://www.cwcl.or.kr,35.224668,128.57355,2016-05-31
내서도서관,경상남도,창원시,공공도서관,매주금요일,9:00,18:00,222,108059,135,3464,5,14,경상남도 창원시 마산회원구 내서읍 삼풍로 79(삼계리),경상남도 창원시청,055-225-7481,1717,1054,http://www.cwcl.or.kr,35.232743,128.501238,2016-05-31
중리도서관,경상남도,창원시,공공도서관,매주일요일,9:00,18:00,200,51058,24,0,5,14,경상남도 창원시 마산회원구 내서읍 호계안길22 (호계리),경상남도 창원시청,055-225-7492,1058,1058,http://www.cwcl.or.kr,35.2560307,128.5202246,2016-05-31
진해도서관,경상남도,창원시,공공도서관,매주월요일,9:00,18:00,431,161933,1164,6669,5,14,경상남도 창원시 진해구 충장로 141 (여좌동),경상남도 창원시청,055-225-7511,1882,4440,http://www.cwcl.or.kr,35.152403,128.667443,2016-05-31
동부도서관,경상남도,창원시,공공도서관,매주금요일,9:00,18:00,459,102432,185,5234,5,14,경상남도 창원시 진해구 용재로66 (용원동),경상남도 창원시청,055-225-7531,14793,3622,http://www.cwcl.or.kr,35.0999992,128.8171106,2016-05-31
사당솔밭도서관,서울특별시,동작구,공공도서관,"""매주 월요일, 법정공휴일""",9:00,22:00,280,29553,33,353,5,14,서울특별시 동작구 솔밭로 86,서울특별시 동작구청,02-585-8411,822.16,1724.86,http://lib.dongjak.go.kr/,37.484056,126.967369,2016-01-01
상도국주도서관,서울특별시,동작구,공공도서관,"""매주 월요일, 법정공휴일""",9:00,22:00,100,38075,11,1092,5,14,서울특별시 동작구 매봉로 37,서울특별시 동작구청,02-813-6750,573.9,525,http://lib.dongjak.go.kr/,37.506711,126.951059,2016-01-01
동작어린이도서관,서울특별시,동작구,공공도서관,"""매주 월요일, 법정공휴일""",9:00,18:00,130,43327,16,986,5,14,서울특별시 동작구 장승배기로16길 98,서울특별시 동작구청,02-823-6750,1544,444.3,http://lib.dongjak.go.kr/,37.509147,126.943434,2016-01-01
대방어린이도서관,서울특별시,동작구,공공도서관,"""매주 월요일, 법정공휴일""",9:00,18:00,50,14432,14,150,5,14,서울특별시 동작구 대방동길 55,서울특별시 동작구청,02-813-6740,378,391.3,http://lib.dongjak.go.kr/,37.502978,126.925182,2016-01-01
고성군립간성도서관,강원도,고성군,공공도서관,월요일 및 공휴일,9:00,18:00,170,"""51,546""",19,0,"""51,546""",14,강원도 고성군 간성읍 쇠롱골길 17,강원도 고성군청,033-680-3560,4403,551,,38.224201,128.280432,2015-08-31
토성공공도서관,강원도,고성군,공공도서관,월요일 및 공휴일,9:00,18:00,210,"""36,220""",19,"""1,453""","""36,220""",14,강원도 고성군 토성면 토성로 167-6,강원도 고성군청,033-680-3561,1502.8,879.83,,38.152161,128.333024,2015-08-31
정보화도서관,서울특별시,동대문구,공공도서관,매주월요일,9:00,22:00,214,108307,163,7495,4,14,서울특별시 동대문구 회기로 10길 60,서울특별시 동대문시설관리공단,02-960-1959,1161,3094,www.14d.or.kr/ddmeach/index.php?libCho=MA,37.590077,127.047339,2015-11-30
답십리도서관,서울특별시,동대문구,공공도서관,매주금요일,9:00,22:00,171,"32,834",146,"1,302",4,14,서울특별시 동대문구 서울시립대4길 75,서울특별시 동대문시설관리공단,02-982-1956,883,"3,142",www.14d.or.kr/ddmeach/index.php?libCho=mf,37.573406,127.050488,2015-11-30
완주군립중앙도서관,전라북도,완주군,공공도서관,일요일을 제외한 법정공휴일,9:00,22:00,340,34506,71,4027,5,20,전라북도 완주군 용진읍 지암로 61,전라북도 완주군청,063-290-2657,54118,2410,http://lib.wanju.go.kr,35.9048759,127.1607891,2016-10-20
완주군립둔산영어도서관,전라북도,완주군,공공도서관,일요일을 제외한 법정공휴일,8:00,22:00,178,33597,60,3820,5,20,전라북도 완주군 봉동읍 둔산2로 62,전라북도 완주군청,063-290-2242,1850,943,http://lib.wanju.go.kr,35.9608947,127.1234908,2016-10-20
완주군립삼례도서관,전라북도,완주군,공공도서관,일요일을 제외한 법정공휴일,8:00,22:00,106,100892,32,2750,5,20,전라북도 완주군 삼례읍 삼봉로 215-12,전라북도 완주군청,063-290-2643,4830,889,http://lib.wanju.go.kr,35.9204895,127.0930668,2016-10-20
완주군립고산도서관,전라북도,완주군,공공도서관,일요일을 제외한 법정공휴일,8:00,22:00,72,56096,31,2078,5,20,전라북도 완주군 고산면 고산로 69-13,전라북도 완주군청,063-290-2620,1653,1154,http://lib.wanju.go.kr,35.9765102,127.1234875,2016-10-20
칠곡군립도서관,경상북도,칠곡군,공공도서관,매주금요일 및 국가지정 공휴일,9:00,22:00,400,55742,42,2293,5,14,경상북도 칠곡군 왜관읍 달오1길 6-7,경상북도 칠곡군청,054-979-6700,2449,1358,www.chilgoklib.or.kr,35.9756011,128.3974915,2015-09-01
석적도서관,경상북도,칠곡군,공공도서관,매주월요일 및 국가지정 공휴일,9:00,22:00,130,42920,41,807,5,14,경상북도 칠곡군 석적읍 남중리2길 25,경상북도 칠곡군청,054-973-1127,2166,423,www.chilgoklib.or.kr,36.0745255,128.4091609,2015-09-01
북삼도서관,경상북도,칠곡군,공공도서관,매주월요일 및 국가지정 공휴일,9:00,22:00,240,46265,45,1153,5,14,경상북도 칠곡군 북삼읍 인평2길 2,경상북도 칠곡군청,054-973-1125,680,582,www.chilgoklib.or.kr,36.0627711,128.3418301,2015-09-01
사상도서관,부산광역시,사상구,공공도서관,매주월요일,9:00,22:00,95,110927,55,10539,5,14,부산광역시 사상구 덕상로72번길 9(덕포동),부산광역시 사상구청,051-310-7971,6634,3650.93,http://library.sasang.go.kr,35.1781087,128.9897885,2016-06-09
화순열린도서관,전라남도,화순군,공공도서관,"""매주 월요일, 1월1일 ,설, 추석""",9:00,22:00,300,"""42,184""",17,807,5,14,전라남도 화순군 화순읍 광덕로 231,전라남도 화순군청,061-373-3955,"""5,222""",1556,http://www.hslib.kr,35.0655124,126.9917538,2015-08-31
철마도서관,전라남도,진도군,공공도서관,"""매주 금요일, 국가지정공휴일""",9:00,22:00,141,31067,23,3701,3,14,전라남도 진도군 진도읍 철마길 25,전라남도 진도군청,061-540-3431,1500,620.53,http://lib.jindo.go.kr,34.4863323,126.2639162,2016-09-30
선경도서관,경기도,팔달구,공공도서관,"""2,4주 월요일, 국가지정 공휴일""",7:00,23:00,916,413270,353,23299,5,14,경기도 수원시 팔달구 신풍로23번길 68(신풍동),수원시청,031-228-4728,11830,8312,http://sk.suwonlib.go.kr,37.28386112,127.0104331,2016-06-07
중앙도서관,경기도,팔달구,공공도서관,"""1.3주 월요일, 국가지정 공휴일""",7:00,23:00,461,245032,277,11446,5,14,경기도 수원시 팔달구 팔달산로 318(교동),수원시청,031-228-4788,3438,2712,http://ct.suwonlib.go.kr,37.27358189,127.0121319,2016-06-07
창룡도서관,경기도,팔달구,공공도서관,"""매주금요일, 국가지정 공휴일""",7:00,23:00,663,52282,138,0,5,14,경기도 수원시 팔달구 월드컵로381번길 36(우만동),수원시청,031-228-4881,5123,4337,http://cy.suwonlib.go.kr,37.29074231,127.0275488,2016-06-07
버드내도서관,경기도,권선구,공공도서관,"""매주금요일, 국가지정 공휴일""",7:00,23:00,550,46266,128,0,5,14,경기도 수원시 권선구 세권로102번길 20(세류동),수원시청,031-228-4866,5653,4000,http://bdn.suwonlib.go.kr,37.2571141,127.0151683,2016-06-07
호매실도서관,경기도,권선구,공공도서관,"""매주금요일, 국가지정 공휴일""",7:00,23:00,620,75920,190,0,5,14,경기도 수원시 권선구 칠보로 169(호매실동),수원시청,031-228-4658,8637,4930,http://hms.suwonlib.go.kr,37.2663379,126.9579934,2016-06-07
서수원지식정보도서관,경기도,권선구,공공도서관,"""2,4주 월요일, 국가지정 공휴일""",7:00,23:00,730,192833,220,7464,5,14,경기도 수원시 권선구 탑동로57번길 35(탑동),수원시청,031-228-4747,2634,4587,http://seo.suwonlib.go.kr,37.27311789,126.9720697,2016-06-07
한림도서관,경기도,권선구,공공도서관,"""매주금요일, 국가지정 공휴일""",7:00,23:00,453,44500,157,0,5,14,경기도 수원시 권선구 동수원로25번길 35-52(권선동),수원시청,031-228-4855,7155,2417,http://hl.suwonlib.go.kr,37.2498703,127.033568,2016-06-07
북수원지식정보도서관,경기도,장안구,공공도서관,"""1,3주 월요일, 국가지정 공휴일""",7:00,23:00,809,196625,268,6627,5,14,경기도 수원시 장안구 만석로 65(정자동),수원시청,031-228-4779,4530,4480,http://buk.suwonlib.go.kr,37.2976649,126.9883063,2016-06-07
대추골도서관,경기도,장안구,공공도서관,"""매주금요일, 국가지정 공휴일""",7:00,23:00,500,68392,142,0,5,14,경기도 수원시 장안구 수일로 164(조원동),수원시청,031-228-4543,3460,2692,http://dcg.suwonlib.go.kr,37.30661069,127.0080945,2016-06-07
일월도서관,경기도,장안구,공공도서관,"""매주금요일, 국가지정 공휴일""",7:00,23:00,635,51753,174,0,5,14,경기도 수원시 장안구 일월천로 77(천천동),수원시청,031-228-4890,7961,3905,http://iw.suwonlib.go.kr,37.28689419,126.9777933,2016-06-07
광교홍재도서관,경기도,영통구,공공도서관,"""2,4주 월요일, 국가지정 공휴일""",7:00,23:00,958,64529,168,0,5,14,경기도 수원시 영통구 대학로 88(이의동),수원시청,031-228-4639,3057,9824,http://gh.suwonlib.go.kr,37.30293605,127.0474411,2016-06-07
영통도서관,경기도,영통구,공공도서관,"""2,4주 월요일, 국가지정 공휴일""",7:00,23:00,825,267316,268,10065,5,14,경기도 수원시 영통구 청명로 151(영통동),수원시청,031-228-4758,9572,4136,http://yt.suwonlib.go.kr,37.25718685,127.0720587,2016-06-07
태장마루도서관,경기도,영통구,공공도서관,"""2,4주 금요일, 국가지정 공휴일""",7:00,23:00,822,96489,189,0,5,14,경기도 수원시 영통구 태장로 46(망포동),수원시청,031-228-4828,4676,3969,http://tm.suwonlib.go.kr,37.23866871,127.0510026,2016-06-07
인도래작은도서관,경기도,팔달구,공공도서관,"""매주월요일, 국가지정 공휴일""",9:00,18:00,97,4923,0,0,3,14,경기도 수원시 팔달구 장다리로258(인계동),수원시청,031-228-3531,233,188,http://ind.suwonlib.go.kr,37.272453,127.0098756,2016-06-07
서구공공도서관,광주광역시,서구,공공도서관,"""매월 첫번째, 세번째 월요일 및 법정공휴일""",9:00,18:00,440,51659,20,0,5,15,광주광역시 서구 마재로 3,광주광역시 서구청,062-654-4306,1250,835,http://lib.seogu.gwangju.kr/,35.13083067,126.8603069,2016-10-24
서구어린이생태도서관,광주광역시,서구,공공도서관,"""매주 월요일, 법정공휴일""",9:00,18:00,150,33836,12,580,5,15,광주광역시 서구 풍암공원로 8,광주광역시 서구청,062-350-4584,2268,1323,http://lib.seogu.gwangju.kr/,35.12979719,126.881857,2016-10-24
상록도서관,광주광역시,서구,공공도서관,"""매월 두번째, 네번째 월요일, 법정공휴일""",9:00,18:00,238,23271,4,122,5,15,광주광역시 서구 상무대로 1171번길 11,광주광역시 서구청,062-350-4589,1224,1696.85,http://lib.seogu.gwangju.kr/,35.15522227,126.888919,2016-10-24
광주학생독립,광주광역시,서구,공공도서관,"""매월 첫째, 셋째 월요일, 법정공휴일, 개관기념일""",9:00,18:00,1411,180698,82,971,5,15,광주광역시 서구 백일로 30(화정동),광주광역시 교육청,062-221-5500,65837,13783,http://lib.gen.go.kr/,,,2016-10-24
광주학생,광주광역시,서구,공공도서관,"""매월 둘째, 넷째 월요일, 법정공휴일, 개관기념일(9월3일)""",9:00,18:00,696,180071,58,4219,5,15,광주광역시 서구 상무 민주로 61,광주광역시 교,062-380-8800,14877,18332.72,http://lib.gen.go.kr/,35.1557495,126.8585829,2016-10-24
